time slot,timestamp,date time,block index,block length,gamma,max gain,weight,probability,selection type,network selected,delay,#bytes,#bytes w/o delay,bit rate (Mbps),selection duration,connect and download duration,#bytes downloaded during selection by previous network,log
1,1495795348.51805,26/05/2017 18:42:28,1,1,1,120000000,"[1, 1]","[0.5, 0.5]",2,WiFi,3.4041574001,4324920,5594572.43122928,2.9837719633,0.0006053448,15.0000033379,0,"['exploring after a reset', 'prob current block:0.5', '<wifi_mac_address>']"
2,1495795363.51865,26/05/2017 18:42:43,2,1,0.793700526,120000000,"[1.0, 0.9636728019884433]","[0.5019082307996187, 0.49809176920038134]",2,Cellular,2.7720735073,6931862,8503319.06005398,4.5351034987,0.0049548149,14.9999964237,2896,"['; gamma used= 0.7937005259840998', 'exploring after a reset', 'prob current block:1.0', '']"
13,1495795528.57445,26/05/2017 18:45:28,8,2,0.5,120000000,"[0.7052357850712166, 1.0]","[0.45512164295370106, 0.544878357046299]",1,Cellular,0,17202408,17195102.455963,9.1707213098,0,15.0063729286,0,"['; gamma used= 0.4807498567691362', 'no selection ----- in the middle of a block']"
14,1495795543.58082,26/05/2017 18:45:43,9,2,0.4807498568,120000000,"[0.6582891912258746, 1.0]","[0.4465010725094538, 0.5534989274905462]",1,Cellular,0,15645940,15640974.0834091,8.3418528445,0,15.0047624111,0,"['; gamma used= 0.4807498567691362', 'flipped coin and will select greedily...', 'averageBytePerNet:[7300451.973283393, 11393368.347335817], numNetworkHighestAverageByte: 1', 'choosing greedily']"
15,1495795558.58558,26/05/2017 18:45:58,9,2,0.4807498568,120000000,"[0.6196440454371239, 1.0]","[0.4370817433659775, 0.5629182566340224]",1,Cellular,0,16447856,16441572.016758,8.7688384089,0,15.0057330132,0,"['; gamma used= 0.4641588833612779', 'no selection ----- in the middle of a block']"
16,1495795573.59131,26/05/2017 18:46:13,10,2,0.4641588834,120000000,"[0.5814641652251828, 1.0]","[0.42909459664325544, 0.5709054033567444]",1,Cellular,0,15672032,15666856.4103808,8.3556567522,0,15.0049552917,0,"['; gamma used= 0.4641588833612779', 'flipped coin and will select greedily...', 'averageBytePerNet:[7300451.973283393, 12108430.609297007], numNetworkHighestAverageByte: 1', 'choosing greedily']"
17,1495795588.59627,26/05/2017 18:46:28,10,2,0.4641588834,120000000,"[0.5483123307827943, 1.0]","[0.4197226320074677, 0.5802773679925324]",1,Cellular,0,18223240,18214969.017339,9.7146501426,0,15.006811142,0,"['; gamma used= 0.4496443130226092', 'no selection ----- in the middle of a block']"
18,1495795603.60308,26/05/2017 18:46:43,11,3,0.449644313,120000000,"[0.5121373893852895, 1.0]","[0.4112190584995086, 0.5887809415004914]",1,Cellular,0,17789404,17779871.7855916,9.4825982856,0,15.0080418587,0,"['; gamma used= 0.4496443130226092', 'flipped coin and will select greedily...', 'averageBytePerNet:[7300451.973283393, 12752761.556572055], numNetworkHighestAverageByte: 1', 'choosing greedily']"
19,1495795618.61112,26/05/2017 18:46:58,11,3,0.449644313,120000000,"[0.4800429800258034, 1.0]","[0.4010687945044977, 0.5989312054955023]",1,Cellular,0,14606848,14602957.1777298,7.7882438281,0,15.0039966106,0,"['; gamma used= 0.43679023236814946', 'no selection ----- in the middle of a block']"
20,1495795633.61512,26/05/2017 18:47:13,11,3,0.449644313,120000000,"[0.45519325549294914, 1.0]","[0.39457053940435616, 0.6054294605956438]",1,Cellular,0,15288356,15282421.0400595,8.1506245547,0,15.0058252811,0,"['; gamma used= 0.43679023236814946', 'no selection ----- in the middle of a block']"
21,1495795648.62094,26/05/2017 18:47:28,12,3,0.4367902324,120000000,"[0.43056370735305305, 1.0]","[0.38790709549865576, 0.6120929045013442]",1,Cellular,0,10536076,10534634.9811222,5.6184719899,0,15.0020518303,0,"['; gamma used= 0.43679023236814946', 'flipped coin and will select greedily...', 'averageBytePerNet:[7300451.973283393, 13275370.741775654], numNetworkHighestAverageByte: 1', 'choosing greedily']"
22,1495795663.623,26/05/2017 18:47:43,12,3,0.4367902324,120000000,"[0.41478472085699897, 1.0]","[0.38113779735432785, 0.6188622026456722]",1,Cellular,0,12263904,12260758.0602149,6.5390709654,0,15.0038487911,0,"['; gamma used= 0.42529037028299016', 'no selection ----- in the middle of a block']"
23,1495795678.62685,26/05/2017 18:47:58,12,3,0.4367902324,120000000,"[0.3971469862409669, 1.0]","[0.37600966980453326, 0.6239903301954667]",1,Cellular,0,16630748,16625931.5595988,8.8671634985,0,15.004345417,0,"['; gamma used= 0.42529037028299016', 'no selection ----- in the middle of a block']"
24,1495795693.63119,26/05/2017 18:48:13,13,2,0.4252903703,120000000,"[0.3744217052476597, 1.0]","[0.36920831184365926, 0.6307916881563407]",0,WiFi,4.1818358898,5490495,7613717.62918683,4.0606494022,0.0030605793,14.9988150597,0,"['; gamma used= 0.42529037028299016', 'flipped coin but will not select greedily...', 'choosing randomly', '<wifi_mac_address>']"
25,1495795708.63307,26/05/2017 18:48:28,14,3,0.4252903703,120000000,"[0.38801099949374207, 1.0]","[0.37101447853703334, 0.6289855214629667]",-1,Cellular,1.9090538025,3908336,4478474.12335363,2.3885195325,0.004753828,14.9994587898,2896,"['; gamma used= 0.41491326668312173', 'current gain: 7613717.629186828, prev block gain: [10534634.981122214, 12260758.0602149, 16625931.559598839]', ' ----- switch back', '']"
26,1495795723.63728,26/05/2017 18:48:43,14,3,0.4149132667,120000000,"[0.38508623796468333, 1.0]","[0.3680304381135865, 0.6319695618864136]",-1,Cellular,0,5314420,5311715.95758614,2.8329151774,0,15.0076360703,0,"['; gamma used= 0.4054801330382267', 'no selection ----- in the middle of a block']"
27,1495795738.64491,26/05/2017 18:48:58,14,3,0.4149132667,120000000,"[0.3816458776751796, 1.0]","[0.3669616373920657, 0.6330383626079343]",-1,Cellular,0,5311008,5309664.34972077,2.8318209865,0,15.0037958622,0,"['; gamma used= 0.4054801330382267', 'no selection ----- in the middle of a block']"
28,1495795753.64871,26/05/2017 18:49:13,15,3,0.405480133,120000000,"[0.37823756460505376, 1.0]","[0.3658975310694139, 0.6341024689305861]",0,Cellular,0,5016752,5014035.80253757,2.674152428,0,15.008125782,0,"['; gamma used= 0.4054801330382267', 'flipped coin but will not select greedily...', 'choosing randomly']"
29,1495795768.65684,26/05/2017 18:49:28,15,3,0.405480133,120000000,"[0.37332427958900827, 1.0]","[0.36238527142756327, 0.6376147285724368]",0,Cellular,0,4710640,4709110.30500883,2.511525496,0,15.0048725605,0,"['; gamma used= 0.3968502629920499', 'no selection ----- in the middle of a block']"
30,1495795783.66171,26/05/2017 18:49:43,15,3,0.405480133,120000000,"[0.3687679275907029, 1.0]","[0.36092329795643113, 0.6390767020435689]",0,Cellular,0,4458024,4456736.30836529,2.3769260311,0,15.0043339729,0,"['; gamma used= 0.3968502629920499', 'no selection ----- in the middle of a block']"
31,1495795798.66604,26/05/2017 18:49:58,16,1,0.396850263,120000000,"[0.3645069929431431, 1.0]","[0.35954727895897787, 0.6404527210410222]",2,Cellular,0,5692708,5690855.96009409,3.0351231787,0,15.0048816204,0,"['; gamma used= 0.3968502629920499', 'ALGORITHM RESET DUE TO NETWORK QUALITY DROP', 'exploring after a reset', 'prob current block:0.5']"
32,1495795813.67092,26/05/2017 18:50:13,17,1,0.3889111187,120000000,"[0.3578457735037148, 1.0]","[0.3555015173564067, 0.6444984826435933]",2,WiFi,1.5084402561,8167847,9081484.98935108,4.843458661,0.0057086945,14.9993731976,0,"['; gamma used= 0.3889111187328203', 'exploring after a reset', 'prob current block:1.0', '<wifi_mac_address>']"
33,1495795828.67601,26/05/2017 18:50:28,18,2,0.3815714142,120000000,"[0.36305000252098385, 1.0]","[0.3555049024439198, 0.6444950975560803]",1,WiFi,0,9073168,9072017.74979416,4.8384094666,0,15.001901865,0,"['; gamma used= 0.38157141418444396', 'current gain: 9081484.989351079, prev block gain: [5690855.960094088]', 'flipped coin and will select greedily...', 'averageBytePerNet:[9081484.989351079, 5690855.960094088], numNetworkHighestAverageByte: 1', 'choosing greedily']"
34,1495795843.67791,26/05/2017 18:50:43,18,2,0.3815714142,120000000,"[0.3734828905788312, 1.0]","[0.3573968574739782, 0.6426031425260218]",1,WiFi,0,8780672,8779041.76456745,4.6821556078,0,15.0027854443,0,"['; gamma used= 0.3747561767843155', 'no selection ----- in the middle of a block']"
35,1495795858.68069,26/05/2017 18:50:58,19,2,0.3747561768,120000000,"[0.3838642071742152, 1.0]","[0.36081181349684144, 0.6391881865031586]",0,Cellular,1.9558262825,6889236,7922163.23599087,4.2251537259,0.0017671585,15.0000588894,0,"['; gamma used= 0.3747561767843155', 'flipped coin but will not select greedily...', 'choosing randomly', '']"
36,1495795873.68252,26/05/2017 18:51:13,20,2,0.3747561768,120000000,"[0.3766301812801683, 1.0]","[0.3569992074388705, 0.6430007925611295]",-1,WiFi,4.2621076107,5804711,8109338.647917,4.3249806122,0.0066008568,14.9991934299,0,"['; gamma used= 0.36840314986403866', 'current gain: 7922163.235990869, prev block gain: [9072017.749794163, 8779041.764567448]', ' ----- switch back', '<wifi_mac_address>']"
37,1495795888.68831,26/05/2017 18:51:28,20,2,0.3684031499,120000000,"[0.38127118263303467, 1.0]","[0.35720968544968174, 0.6427903145503182]",-1,WiFi,0,8441840,8439822.1554047,4.5012384829,0,15.0035862923,0,"['; gamma used= 0.3624601243342974', 'no selection ----- in the middle of a block']"
38,1495795903.6919,26/05/2017 18:51:43,21,2,0.3624601243,120000000,"[0.3861620628000717, 1.0]","[0.3588382366449968, 0.6411617633550032]",0,WiFi,0,9070272,9069559.86554756,4.837098595,0,15.0011777878,0,"['; gamma used= 0.3624601243342974', 'flipped coin but will not select greedily...', 'choosing randomly']"
39,1495795918.69308,26/05/2017 18:51:58,21,2,0.3624601243,120000000,"[0.4009517312881956, 1.0]","[0.36250126963509455, 0.6374987303649055]",0,WiFi,0,8198576,8197248.32703444,4.3718657744,0,15.0024294853,0,"['; gamma used= 0.3568829277518041', 'no selection ----- in the middle of a block']"
40,1495795933.69551,26/05/2017 18:52:13,22,2,0.3568829278,120000000,"[0.41480566727969465, 1.0]","[0.36699640994549443, 0.6330035900545056]",1,WiFi,0,8867552,8865819.83089063,4.7284372431,0,15.0029306412,0,"['; gamma used= 0.3568829277518041', 'flipped coin and will select greedily...', 'averageBytePerNet:[8678359.07137377, 6806509.598042479], numNetworkHighestAverageByte: 1', 'choosing greedily']"
41,1495795948.69844,26/05/2017 18:52:28,22,2,0.3568829278,120000000,"[0.42572325315235515, 1.0]","[0.3694201061235719, 0.6305798938764282]",1,WiFi,0,9060136,9059107.04296797,4.8315237562,0,15.0017037392,0,"['; gamma used= 0.35163388691695935', 'no selection ----- in the middle of a block']"
42,1495795963.70014,26/05/2017 18:52:43,23,2,0.3516338869,120000000,"[0.4371757274249911, 1.0]","[0.3730439921177649, 0.6269560078822352]",0,Cellular,2.5303010941,4167408,5013091.20590543,2.6736486431,0.002559185,14.9998767376,0,"['; gamma used= 0.35163388691695935', 'flipped coin but will not select greedily...', 'choosing randomly', '']"
43,1495795978.70258,26/05/2017 18:52:58,24,2,0.3516338869,120000000,"[0.432155339706428, 1.0]","[0.37048056123491413, 0.6295194387650859]",-1,WiFi,4.2873463631,6014671,8422362.30565993,4.491926563,0.0057706833,14.9993131161,0,"['; gamma used= 0.3466806371753174', 'current gain: 5013091.205905425, prev block gain: [8865819.830890635, 9059107.04296797]', ' ----- switch back', '<wifi_mac_address>']"
44,1495795993.70766,26/05/2017 18:53:13,24,2,0.3466806372,120000000,"[0.4373731862270173, 1.0]","[0.3712195435329757, 0.6287804564670242]",-1,WiFi,0,8515688,8514398.82046566,4.5410127042,0,15.0022711754,0,"['; gamma used= 0.3419951893353394', 'no selection ----- in the middle of a block']"
45,1495796008.70993,26/05/2017 18:53:28,25,2,0.3419951893,120000000,"[0.44271209102917514, 1.0]","[0.37291361619958974, 0.6270863838004102]",1,WiFi,0,9076064,9074968.33216967,4.8399831105,0,15.0018110275,0,"['; gamma used= 0.3419951893353394', 'flipped coin and will select greedily...', 'averageBytePerNet:[8691836.499963691, 6208703.467330128], numNetworkHighestAverageByte: 1', 'choosing greedily']"
46,1495796023.71174,26/05/2017 18:53:43,25,2,0.3419951893,120000000,"[0.4541588480139436, 1.0]","[0.37567014082680084, 0.6243298591731992]",1,WiFi,0,8087080,8086105.65054994,4.3125896803,0,15.0018074512,0,"['; gamma used= 0.33755319058958183', 'no selection ----- in the middle of a block']"
47,1495796038.71355,26/05/2017 18:53:58,26,2,0.3375531906,120000000,"[0.46460741430897945, 1.0]","[0.3789200755410801, 0.6210799244589198]",0,WiFi,0,8842936,8841914.566566,4.7156877688,0,15.0017328262,0,"['; gamma used= 0.33755319058958183', 'flipped coin but will not select greedily...', 'choosing randomly']"
48,1495796053.71528,26/05/2017 18:54:13,26,2,0.3375531906,120000000,"[0.479911552530053, 1.0]","[0.38285596154247525, 0.6171440384575247]",0,WiFi,0,9073168,9071989.92361075,4.8383946259,0,15.0019478798,0,"['; gamma used= 0.33333333333333337', 'no selection ----- in the middle of a block']"
49,1495796068.71723,26/05/2017 18:54:28,27,2,0.3333333333,120000000,"[0.49613803250999344, 1.0]","[0.38774164848843007, 0.6122583515115699]",0,Cellular,2.7208268642,8145647,9951527.00541796,5.3074810696,0.0036077499,14.9988124371,2896,"['; gamma used= 0.33333333333333337', 'flipped coin but will not select greedily...', 'choosing randomly', '']"
50,1495796083.71965,26/05/2017 18:54:43,27,2,0.3333333333,120000000,"[0.4851952868877774, 1.0]","[0.38376248051130546, 0.6162375194886945]",0,Cellular,0,11577424,11571461.0188126,6.1714458767,0,15.0077297688,0,"['; gamma used= 0.32931687800417475', 'current gain: 9951527.005417962, prev block gain: [8841914.566565994, 9071989.923610752]', 'no selection ----- in the middle of a block']"
51,1495796098.72738,26/05/2017 18:54:58,28,3,0.329316878,120000000,"[0.472774370289791, 1.0]","[0.37995400433921134, 0.6200459956607887]",0,WiFi,0.970001936,8358984,8937148.91934435,4.7664794237,0.0022742748,14.9996170998,0,"['; gamma used= 0.32931687800417475', 'flipped coin but will not select greedily...', 'choosing randomly', '<wifi_mac_address>']"
52,1495796113.72927,26/05/2017 18:55:13,29,2,0.329316878,120000000,"[0.48809900264404277, 1.0]","[0.3839849562103781, 0.6160150437896219]",-1,Cellular,2.1715533733,4793250,5604677.37365301,2.9891612659,0.0023844242,14.9999010563,0,"['; gamma used= 0.32548726473766765', 'current gain: 8937148.91934435, prev block gain: [9951527.005417962, 11571461.018812642]', ' ----- switch back', '']"
53,1495796128.73156,26/05/2017 18:55:28,29,2,0.3254872647,120000000,"[0.48444437977170535, 1.0]","[0.3822338965705577, 0.6177661034294423]",-1,Cellular,0,3462944,3461942.63510015,1.8463694054,0,15.0043387413,0,"['; gamma used= 0.3218297948685433', 'no selection ----- in the middle of a block']"
54,1495796143.7359,26/05/2017 18:55:43,30,3,0.3218297949,120000000,"[0.4822006470616826, 1.0]","[0.38154232218989825, 0.6184576778101017]",1,WiFi,0.8278775215,8579080,9080434.47814865,4.8428983883,0.0023753643,14.9996883869,0,"['; gamma used= 0.3218297948685433', 'flipped coin and will select greedily...', 'averageBytePerNet:[8726395.55574008, 7030816.91928202], numNetworkHighestAverageByte: 1', 'choosing greedily', '<wifi_mac_address>']"
55,1495796158.73796,26/05/2017 18:55:58,30,3,0.3218297949,120000000,"[0.49395703202978736, 1.0]","[0.3845503550664896, 0.6154496449335105]",1,WiFi,0,9039864,9038340.33619935,4.8204481793,0,15.0025286675,0,"['; gamma used= 0.31833136784577337', 'current gain: 9080434.47814865, prev block gain: [5604677.373653008, 3461942.635100149]', 'no selection ----- in the middle of a block']"
